name,type,start_time,duration,"ack","address","read","data"
"I2C","address",0.30530996,0.00028008,true,0x08,false,
"I2C","data",0.30559616,0.00028008,true,,,0x3B
"I2C","data",0.30588236,0.00028008,true,,,0x0F
"I2C","stop",0.30619432,2e-08,,,,
"I2C","start",0.30621484,2e-08,,,,
"I2C","address",0.3062466,0.00028006,true,0x08,false,
"I2C","data",0.3065328,0.00028006,true,,,0x35
"I2C","data",0.306819,0.00028006,true,,,0x0F
"I2C","stop",0.30713096,2e-08,,,,
"I2C","start",0.395783,1.99999999e-08,,,,
"I2C","address",0.3957925,8.068e-05,true,0x08,false,
"I2C","data",0.395878,8.068e-05,true,,,0x42
"I2C","data",0.3959635,8.068e-05,true,,,0x01
"I2C","stop",0.39605374,1.99999999e-08,,,,
"I2C","start",1.71117426,1.99999999e-08,,,,
"I2C","address",1.71118376,8.068e-05,true,0x3F,false,
"I2C","data",1.71126926,8.068e-05,true,,,0x39
"I2C","data",1.71135476,8.068e-05,true,,,0x00
"I2C","stop",1.711445,1.99999997e-08,,,,
"I2C","start",1.7114509,1.99999999e-08,,,,
"I2C","address",1.7114604,8.068e-05,true,0x3F,false,
"I2C","data",1.7115459,8.07e-05,true,,,0x3F
"I2C","data",1.7116314,8.068e-05,true,,,0x80
"I2C","stop",1.71172166,1.99999999e-08,,,,
"I2C","start",1.7117271,1.99999999e-08,,,,
"I2C","address",1.71173662,8.068e-05,true,0x3F,false,
"I2C","data",1.71182212,8.068e-05,true,,,0x05
"I2C","stop",1.71191236,2.00000002e-08,,,,
"I2C","start",1.71191734,1.99999999e-08,,,,
"I2C","address",1.71192684,8.068e-05,true,0x3F,true,
"I2C","data",1.71201234,8.068e-05,false,,,0x00
"I2C","stop",1.7121026,2.00000002e-08,,,,
"I2C","start",1.7121188,1.99999999e-08,,,,
"I2C","address",1.7121283,8.07e-05,true,0x3F,false,
"I2C","data",1.7122138,8.07e-05,true,,,0x05
"I2C","stop",1.71230406,2.00000002e-08,,,,
"I2C","start",1.71230906,1.99999999e-08,,,,
"I2C","address",1.71231856,8.068e-05,true,0x3F,true,
"I2C","data",1.71240406,8.068e-05,false,,,0x00
"I2C","stop",1.7124943,2.00000002e-08,,,,
"I2C","start",1.71316562,1.99999999e-08,,,,
"I2C","address",1.71317514,8.068e-05,true,0x3F,false,
"I2C","data",1.71326064,8.068e-05,true,,,0x05
"I2C","stop",1.71335088,1.99999999e-08,,,,
"I2C","start",1.71335596,2.00000002e-08,,,,
"I2C","address",1.71336546,8.068e-05,true,0x3F,true,
"I2C","data",1.71345096,8.068e-05,false,,,0x00
"I2C","stop",1.71354122,1.99999999e-08,,,,
"I2C","start",1.71421252,1.99999999e-08,,,,
"I2C","address",1.71422202,8.07e-05,true,0x3F,false,
"I2C","data",1.71430752,8.07e-05,true,,,0x05
"I2C","stop",1.71439778,1.99999999e-08,,,,
"I2C","start",1.71440274,1.99999999e-08,,,,
"I2C","address",1.71441224,8.068e-05,true,0x3F,true,
"I2C","data",1.71449774,8.068e-05,false,,,0x00
"I2C","stop",1.71458798,2.00000002e-08,,,,
"I2C","start",1.71522726,1.99999997e-08,,,,
"I2C","address",1.71523676,8.068e-05,true,0x3F,false,
"I2C","data",1.71532226,8.068e-05,true,,,0x05
"I2C","stop",1.71541252,1.99999999e-08,,,,
"I2C","start",1.71541766,1.99999999e-08,,,,
"I2C","address",1.71542716,8.068e-05,true,0x3F,true,
"I2C","data",1.71551266,8.068e-05,false,,,0x00
"I2C","stop",1.71560292,1.99999999e-08,,,,
"I2C","start",1.71624232,1.99999999e-08,,,,
"I2C","address",1.71625182,8.07e-05,true,0x3F,false,
"I2C","data",1.71633732,8.07e-05,true,,,0x05
"I2C","stop",1.71642758,1.99999999e-08,,,,
"I2C","start",1.7164327,2.00000002e-08,,,,
"I2C","address",1.7164422,8.07e-05,true,0x3F,true,
"I2C","data",1.7165277,8.07e-05,false,,,0xF0
"I2C","stop",1.71661796,1.99999999e-08,,,,
"I2C","start",1.71993116,1.99999997e-08,,,,
"I2C","address",1.71994068,8.068e-05,true,0x3F,false,
"I2C","data",1.72002618,8.068e-05,true,,,0x31
"I2C","stop",1.72011642,1.99999999e-08,,,,
"I2C","start",1.72012128,1.99999999e-08,,,,
"I2C","address",1.7201308,8.068e-05,true,0x3F,true,
"I2C","data",1.7202163,8.068e-05,false,,,0x13
"I2C","stop",1.72030654,1.99999999e-08,,,,
"I2C","start",1.72031184,2.00000002e-08,,,,
"I2C","address",1.72032136,8.068e-05,true,0x3F,false,
"I2C","data",1.72040684,8.07e-05,true,,,0x32
"I2C","stop",1.7204971,1.99999999e-08,,,,
"I2C","start",1.72050188,1.99999999e-08,,,,
"I2C","address",1.72051138,8.068e-05,true,0x3F,true,
"I2C","data",1.72059688,8.068e-05,false,,,0x00
"I2C","stop",1.72068712,1.99999999e-08,,,,
"I2C","start",1.93144028,2.00000002e-08,,,,
"I2C","address",1.93144978,8.07e-05,true,0x3F,false,
"I2C","data",1.93153528,8.07e-05,true,,,0x45
"I2C","stop",1.93162554,2.00000002e-08,,,,
"I2C","start",1.9316307,2.00000002e-08,,,,
"I2C","address",1.9316402,8.07e-05,true,0x3F,true,
"I2C","data",1.9317257,8.07e-05,false,,,0x3D
"I2C","stop",1.93181596,2.00000002e-08,,,,
"I2C","start",2.96777096,1.99999999e-08,,,,
"I2C","address",2.96778046,8.07e-05,true,0x3F,false,
"I2C","data",2.96786596,8.07e-05,true,,,0x31
"I2C","stop",2.96795622,1.99999999e-08,,,,
"I2C","start",2.96796164,1.99999999e-08,,,,
"I2C","address",2.96797114,8.07e-05,true,0x3F,true,
"I2C","data",2.96805664,8.07e-05,false,,,0x13
"I2C","stop",2.9681469,2.00000004e-08,,,,
"I2C","start",2.96815192,1.99999999e-08,,,,
"I2C","address",2.96816142,8.07e-05,true,0x3F,false,
"I2C","data",2.96824692,8.07e-05,true,,,0x32
"I2C","stop",2.96833718,1.99999999e-08,,,,
"I2C","start",2.96834196,1.99999999e-08,,,,
"I2C","address",2.96835146,8.068e-05,true,0x3F,true,
"I2C","data",2.96843696,8.068e-05,false,,,0x00
"I2C","stop",2.9685272,1.99999999e-08,,,,
"I2C","start",2.9829937,1.99999999e-08,,,,
"I2C","address",2.98300322,8.068e-05,true,0x3F,false,
"I2C","data",2.98308872,8.068e-05,true,,,0x45
"I2C","stop",2.98317896,1.99999999e-08,,,,
"I2C","start",2.98318434,1.99999999e-08,,,,
"I2C","address",2.98319384,8.068e-05,true,0x3F,true,
"I2C","data",2.98327934,8.068e-05,false,,,0x3D
"I2C","stop",2.9833696,1.99999999e-08,,,,
"I2C","start",2.9931432,1.99999999e-08,,,,
"I2C","address",2.9931527,8.07e-05,true,0x3F,false,
"I2C","data",2.9932382,8.07e-05,true,,,0x45
"I2C","stop",2.99332846,2.00000004e-08,,,,
"I2C","start",2.99333336,2.00000004e-08,,,,
"I2C","address",2.99334288,8.068e-05,true,0x3F,true,
"I2C","data",2.99342838,8.068e-05,false,,,0x3D
"I2C","stop",2.99351862,1.99999999e-08,,,,
"I2C","start",3.00329278,1.99999999e-08,,,,
"I2C","address",3.00330228,8.07e-05,true,0x3F,false,
"I2C","data",3.00338778,8.07e-05,true,,,0x45
"I2C","stop",3.00347804,1.99999999e-08,,,,
"I2C","start",3.00348314,1.99999999e-08,,,,
"I2C","address",3.00349264,8.068e-05,true,0x3F,true,
"I2C","data",3.00357814,8.068e-05,false,,,0x3D
"I2C","stop",3.00366838,1.99999999e-08,,,,
"I2C","start",3.0134422,1.99999999e-08,,,,
"I2C","address",3.0134517,8.068e-05,true,0x3F,false,
"I2C","data",3.0135372,8.068e-05,true,,,0x45
"I2C","stop",3.01362744,1.99999995e-08,,,,
"I2C","start",3.01363246,1.99999999e-08,,,,
"I2C","address",3.01364196,8.07e-05,true,0x3F,true,
"I2C","data",3.01372746,8.07e-05,false,,,0x3D
"I2C","stop",3.01381772,1.99999999e-08,,,,
"I2C","start",3.02359156,2.00000004e-08,,,,
"I2C","address",3.02360106,8.068e-05,true,0x3F,false,
"I2C","data",3.02368656,8.068e-05,true,,,0x45
"I2C","stop",3.02377682,1.99999999e-08,,,,
"I2C","start",3.02378184,2.00000004e-08,,,,
"I2C","address",3.02379134,8.068e-05,true,0x3F,true,
"I2C","data",3.02387684,8.068e-05,false,,,0x3D
"I2C","stop",3.0239671,1.99999995e-08,,,,
"I2C","start",3.03374128,1.99999999e-08,,,,
"I2C","address",3.03375078,8.068e-05,true,0x3F,false,
"I2C","data",3.03383628,8.068e-05,true,,,0x45
"I2C","stop",3.03392654,1.99999999e-08,,,,
"I2C","start",3.03393168,2.00000004e-08,,,,
"I2C","address",3.03394118,8.068e-05,true,0x3F,true,
"I2C","data",3.03402668,8.068e-05,false,,,0x3D
"I2C","stop",3.03411694,1.99999999e-08,,,,
"I2C","start",3.04389082,1.99999999e-08,,,,
"I2C","address",3.04390032,8.07e-05,true,0x3F,false,
"I2C","data",3.04398582,8.07e-05,true,,,0x45
"I2C","stop",3.04407608,1.99999999e-08,,,,
"I2C","start",3.0440812,1.99999999e-08,,,,
"I2C","address",3.0440907,8.07e-05,true,0x3F,true,
"I2C","data",3.0441762,8.07e-05,false,,,0x3D
"I2C","stop",3.04426646,2.00000004e-08,,,,
"I2C","start",3.05404046,1.99999995e-08,,,,
"I2C","address",3.05404996,8.068e-05,true,0x3F,false,
"I2C","data",3.05413546,8.068e-05,true,,,0x45
"I2C","stop",3.05422572,2.00000004e-08,,,,
"I2C","start",3.05423084,2.00000004e-08,,,,
"I2C","address",3.05424034,8.07e-05,true,0x3F,true,
"I2C","data",3.05432584,8.07e-05,false,,,0x3D
"I2C","stop",3.0544161,1.99999999e-08,,,,
"I2C","start",3.06418976,1.99999999e-08,,,,
"I2C","address",3.06419926,8.07e-05,true,0x3F,false,
"I2C","data",3.06428476,8.07e-05,true,,,0x45
"I2C","stop",3.06437502,1.99999999e-08,,,,
"I2C","start",3.06438018,1.99999999e-08,,,,
"I2C","address",3.06438968,8.068e-05,true,0x3F,true,
"I2C","data",3.06447518,8.068e-05,false,,,0x3D
"I2C","stop",3.06456542,1.99999999e-08,,,,
"I2C","start",3.07433902,1.99999999e-08,,,,
"I2C","address",3.07434852,8.07e-05,true,0x3F,false,
"I2C","data",3.07443402,8.07e-05,true,,,0x45
"I2C","stop",3.07452428,1.99999999e-08,,,,
"I2C","start",3.0745294,2.00000004e-08,,,,
"I2C","address",3.0745389,8.07e-05,true,0x3F,true,
"I2C","data",3.0746244,8.07e-05,false,,,0x3D
"I2C","stop",3.07471466,1.99999999e-08,,,,
"I2C","start",3.08448848,1.99999999e-08,,,,
"I2C","address",3.084498,8.068e-05,true,0x3F,false,
"I2C","data",3.08458348,8.07e-05,true,,,0x45
"I2C","stop",3.08467374,1.99999999e-08,,,,
"I2C","start",3.08467874,1.99999999e-08,,,,
"I2C","address",3.08468826,8.068e-05,true,0x3F,true,
"I2C","data",3.08477374,8.07e-05,false,,,0x3D
"I2C","stop",3.084864,1.99999999e-08,,,,
"I2C","start",3.09463744,1.99999999e-08,,,,
"I2C","address",3.09464694,8.068e-05,true,0x3F,false,
"I2C","data",3.09473244,8.068e-05,true,,,0x45
"I2C","stop",3.09482268,1.99999995e-08,,,,
"I2C","start",3.09482768,2.00000004e-08,,,,
"I2C","address",3.09483718,8.068e-05,true,0x3F,true,
"I2C","data",3.09492268,8.068e-05,false,,,0x3D
"I2C","stop",3.09501294,1.99999999e-08,,,,
"I2C","start",3.10478688,2.00000004e-08,,,,
"I2C","address",3.10479638,8.068e-05,true,0x3F,false,
"I2C","data",3.10488188,8.068e-05,true,,,0x45
"I2C","stop",3.10497212,2.00000004e-08,,,,
"I2C","start",3.10497712,1.99999999e-08,,,,
"I2C","address",3.10498662,8.068e-05,true,0x3F,true,
"I2C","data",3.10507212,8.068e-05,false,,,0x3D
"I2C","stop",3.10516236,1.99999999e-08,,,,
"I2C","start",3.11493596,1.99999999e-08,,,,
"I2C","address",3.11494546,8.068e-05,true,0x3F,false,
"I2C","data",3.11503096,8.068e-05,true,,,0x45
"I2C","stop",3.1151212,1.99999999e-08,,,,
"I2C","start",3.11512642,1.99999999e-08,,,,
"I2C","address",3.11513592,8.07e-05,true,0x3F,true,
"I2C","data",3.11522142,8.07e-05,false,,,0x3D
"I2C","stop",3.11531168,1.99999995e-08,,,,
"I2C","start",3.12508528,1.99999999e-08,,,,
"I2C","address",3.12509478,8.07e-05,true,0x3F,false,
"I2C","data",3.12518028,8.07e-05,true,,,0x45
"I2C","stop",3.12527054,1.99999999e-08,,,,
"I2C","start",3.1252757,1.99999999e-08,,,,
"I2C","address",3.1252852,8.07e-05,true,0x3F,true,
"I2C","data",3.1253707,8.07e-05,false,,,0x3D
"I2C","stop",3.12546096,2.00000004e-08,,,,
"I2C","start",3.13523454,1.99999999e-08,,,,
"I2C","address",3.13524406,8.068e-05,true,0x3F,false,
"I2C","data",3.13532956,8.068e-05,true,,,0x45
"I2C","stop",3.1354198,1.99999999e-08,,,,
"I2C","start",3.1354249,2.00000004e-08,,,,
"I2C","address",3.1354344,8.068e-05,true,0x3F,true,
"I2C","data",3.1355199,8.068e-05,false,,,0x3D
"I2C","stop",3.13561016,1.99999999e-08,,,,
"I2C","start",3.14538386,1.99999999e-08,,,,
"I2C","address",3.14539336,8.07e-05,true,0x3F,false,
"I2C","data",3.14547886,8.068e-05,true,,,0x45
"I2C","stop",3.14556912,1.99999999e-08,,,,
"I2C","start",3.14557412,1.99999995e-08,,,,
"I2C","address",3.14558362,8.068e-05,true,0x3F,true,
"I2C","data",3.14566912,8.068e-05,false,,,0x3D
"I2C","stop",3.14575938,2.00000004e-08,,,,
"I2C","start",3.15553384,1.99999999e-08,,,,
"I2C","address",3.15554334,8.07e-05,true,0x3F,false,
"I2C","data",3.15562884,8.07e-05,true,,,0x45
"I2C","stop",3.1557191,1.99999999e-08,,,,
"I2C","start",3.1557242,2.00000004e-08,,,,
"I2C","address",3.1557337,8.07e-05,true,0x3F,true,
"I2C","data",3.1558192,8.07e-05,false,,,0x3D
"I2C","stop",3.15590946,1.99999999e-08,,,,
"I2C","start",3.1656834,2.00000004e-08,,,,
"I2C","address",3.1656929,8.07e-05,true,0x3F,false,
"I2C","data",3.1657784,8.07e-05,true,,,0x45
"I2C","stop",3.16586866,1.99999999e-08,,,,
"I2C","start",3.16587382,2.00000004e-08,,,,
"I2C","address",3.16588332,8.07e-05,true,0x3F,true,
"I2C","data",3.16596882,8.07e-05,false,,,0x3D
"I2C","stop",3.16605908,1.99999999e-08,,,,
"I2C","start",3.17583334,1.99999999e-08,,,,
"I2C","address",3.17584284,8.068e-05,true,0x3F,false,
"I2C","data",3.17592834,8.068e-05,true,,,0x45
"I2C","stop",3.1760186,1.99999999e-08,,,,
"I2C","start",3.17602366,2.00000004e-08,,,,
"I2C","address",3.17603316,8.07e-05,true,0x3F,true,
"I2C","data",3.17611866,8.07e-05,false,,,0x3D
"I2C","stop",3.17620892,1.99999999e-08,,,,
"I2C","start",3.18598306,1.99999999e-08,,,,
"I2C","address",3.18599258,8.068e-05,true,0x3F,false,
"I2C","data",3.18607806,8.07e-05,true,,,0x45
"I2C","stop",3.18616832,1.99999999e-08,,,,
"I2C","start",3.18617332,1.99999999e-08,,,,
"I2C","address",3.18618282,8.07e-05,true,0x3F,true,
"I2C","data",3.18626832,8.07e-05,false,,,0x3D
"I2C","stop",3.18635858,2.00000004e-08,,,,
"I2C","start",3.19613254,2.00000004e-08,,,,
"I2C","address",3.19614204,8.068e-05,true,0x3F,false,
"I2C","data",3.19622754,8.068e-05,true,,,0x45
"I2C","stop",3.1963178,1.99999995e-08,,,,
"I2C","start",3.19632294,1.99999999e-08,,,,
"I2C","address",3.19633246,8.068e-05,true,0x3F,true,
"I2C","data",3.19641796,8.068e-05,false,,,0x3D
"I2C","stop",3.1965082,2.00000004e-08,,,,
"I2C","start",3.20628188,1.99999999e-08,,,,
"I2C","address",3.20629138,8.07e-05,true,0x3F,false,
"I2C","data",3.20637688,8.068e-05,true,,,0x45
"I2C","stop",3.20646714,1.99999995e-08,,,,
"I2C","start",3.20647234,1.99999999e-08,,,,
"I2C","address",3.20648186,8.068e-05,true,0x3F,true,
"I2C","data",3.20656736,8.068e-05,false,,,0x3D
"I2C","stop",3.2066576,1.99999999e-08,,,,
"I2C","start",3.21643124,1.99999999e-08,,,,
"I2C","address",3.21644074,8.07e-05,true,0x3F,false,
"I2C","data",3.21652624,8.07e-05,true,,,0x45
"I2C","stop",3.2166165,1.99999999e-08,,,,
"I2C","start",3.2166216,2.00000004e-08,,,,
"I2C","address",3.21663112,8.068e-05,true,0x3F,true,
"I2C","data",3.21671662,8.068e-05,false,,,0x3D
"I2C","stop",3.21680686,1.99999999e-08,,,,
"I2C","start",3.2265804,1.99999999e-08,,,,
"I2C","address",3.2265899,8.068e-05,true,0x3F,false,
"I2C","data",3.2266754,8.068e-05,true,,,0x45
"I2C","stop",3.22676564,1.99999999e-08,,,,
"I2C","start",3.22677076,1.99999999e-08,,,,
"I2C","address",3.22678026,8.068e-05,true,0x3F,true,
"I2C","data",3.22686576,8.068e-05,false,,,0x3D
"I2C","stop",3.226956,1.99999995e-08,,,,
"I2C","start",3.23672958,1.99999995e-08,,,,
"I2C","address",3.23673908,8.07e-05,true,0x3F,false,
"I2C","data",3.23682458,8.07e-05,true,,,0x45
"I2C","stop",3.23691484,2.00000004e-08,,,,
"I2C","start",3.23692006,1.99999999e-08,,,,
"I2C","address",3.23692956,8.07e-05,true,0x3F,true,
"I2C","data",3.23701506,8.07e-05,false,,,0x3D
"I2C","stop",3.23710532,1.99999995e-08,,,,
"I2C","start",3.24687894,1.99999999e-08,,,,
"I2C","address",3.24688844,8.07e-05,true,0x3F,false,
"I2C","data",3.24697394,8.07e-05,true,,,0x45
"I2C","stop",3.2470642,1.99999995e-08,,,,
"I2C","start",3.24706924,1.99999995e-08,,,,
"I2C","address",3.24707874,8.07e-05,true,0x3F,true,
"I2C","data",3.24716424,8.07e-05,false,,,0x3D
"I2C","stop",3.2472545,1.99999999e-08,,,,
"I2C","start",3.25702834,1.99999999e-08,,,,
"I2C","address",3.25703784,8.068e-05,true,0x3F,false,
"I2C","data",3.25712334,8.068e-05,true,,,0x45
"I2C","stop",3.2572136,1.99999999e-08,,,,
"I2C","start",3.25721864,1.99999999e-08,,,,
"I2C","address",3.25722814,8.068e-05,true,0x3F,true,
"I2C","data",3.25731364,8.068e-05,false,,,0x3D
"I2C","stop",3.2574039,1.99999999e-08,,,,
"I2C","start",3.26717786,2.00000004e-08,,,,
"I2C","address",3.26718736,8.07e-05,true,0x3F,false,
"I2C","data",3.26727286,8.068e-05,true,,,0x45
"I2C","stop",3.26736312,1.99999999e-08,,,,
"I2C","start",3.26736828,1.99999999e-08,,,,
"I2C","address",3.26737778,8.068e-05,true,0x3F,true,
"I2C","data",3.26746328,8.068e-05,false,,,0x3D
"I2C","stop",3.26755354,1.99999999e-08,,,,
"I2C","start",3.27732758,1.99999999e-08,,,,
"I2C","address",3.27733708,8.068e-05,true,0x3F,false,
"I2C","data",3.27742258,8.068e-05,true,,,0x45
"I2C","stop",3.27751282,1.99999999e-08,,,,
"I2C","start",3.27751778,1.99999999e-08,,,,
"I2C","address",3.27752728,8.068e-05,true,0x3F,true,
"I2C","data",3.27761278,8.068e-05,false,,,0x3D
"I2C","stop",3.27770304,1.99999999e-08,,,,
"I2C","start",3.28747708,1.99999995e-08,,,,
"I2C","address",3.28748658,8.068e-05,true,0x3F,false,
"I2C","data",3.28757208,8.068e-05,true,,,0x45
"I2C","stop",3.28766232,1.99999999e-08,,,,
"I2C","start",3.28766736,1.99999999e-08,,,,
"I2C","address",3.28767686,8.068e-05,true,0x3F,true,
"I2C","data",3.28776236,8.068e-05,false,,,0x3D
"I2C","stop",3.2878526,1.99999999e-08,,,,
"I2C","start",3.29762568,1.99999999e-08,,,,
"I2C","address",3.29763518,8.07e-05,true,0x3F,false,
"I2C","data",3.29772068,8.07e-05,true,,,0x45
"I2C","stop",3.29781094,1.99999999e-08,,,,
"I2C","start",3.29781608,1.99999999e-08,,,,
"I2C","address",3.29782558,8.068e-05,true,0x3F,true,
"I2C","data",3.29791108,8.068e-05,false,,,0x3D
"I2C","stop",3.29800132,1.99999999e-08,,,,
"I2C","start",3.30777494,2.00000004e-08,,,,
"I2C","address",3.30778444,8.07e-05,true,0x3F,false,
"I2C","data",3.30786994,8.07e-05,true,,,0x45
"I2C","stop",3.3079602,1.99999999e-08,,,,
"I2C","start",3.30796516,1.99999999e-08,,,,
"I2C","address",3.30797468,8.068e-05,true,0x3F,true,
"I2C","data",3.30806018,8.068e-05,false,,,0x3D
"I2C","stop",3.30815042,1.99999999e-08,,,,
"I2C","start",3.31792378,1.99999999e-08,,,,
"I2C","address",3.3179333,8.068e-05,true,0x3F,false,
"I2C","data",3.3180188,8.068e-05,true,,,0x45
"I2C","stop",3.31810904,1.99999999e-08,,,,
"I2C","start",3.31811416,1.99999995e-08,,,,
"I2C","address",3.31812368,8.068e-05,true,0x3F,true,
"I2C","data",3.31820918,8.068e-05,false,,,0x3D
"I2C","stop",3.31829942,1.99999999e-08,,,,
"I2C","start",3.32807302,1.99999999e-08,,,,
"I2C","address",3.32808252,8.068e-05,true,0x3F,false,
"I2C","data",3.32816802,8.068e-05,true,,,0x45
"I2C","stop",3.32825826,1.99999999e-08,,,,
"I2C","start",3.32826334,1.99999999e-08,,,,
"I2C","address",3.32827284,8.068e-05,true,0x3F,true,
"I2C","data",3.32835834,8.068e-05,false,,,0x3D
"I2C","stop",3.3284486,1.99999999e-08,,,,
"I2C","start",3.338222,1.99999995e-08,,,,
"I2C","address",3.3382315,8.07e-05,true,0x3F,false,
"I2C","data",3.338317,8.07e-05,true,,,0x45
"I2C","stop",3.33840726,2.00000004e-08,,,,
"I2C","start",3.33841226,1.99999999e-08,,,,
"I2C","address",3.33842178,8.068e-05,true,0x3F,true,
"I2C","data",3.33850728,8.068e-05,false,,,0x3D
"I2C","stop",3.33859752,1.99999999e-08,,,,
"I2C","start",3.34837114,2.00000004e-08,,,,
"I2C","address",3.34838064,8.068e-05,true,0x3F,false,
"I2C","data",3.34846614,8.068e-05,true,,,0x45
"I2C","stop",3.34855638,1.99999995e-08,,,,
"I2C","start",3.34856146,1.99999999e-08,,,,
"I2C","address",3.34857096,8.07e-05,true,0x3F,true,
"I2C","data",3.34865646,8.07e-05,false,,,0x3D
"I2C","stop",3.34874672,2.00000004e-08,,,,
"I2C","start",3.3585202,1.99999999e-08,,,,
"I2C","address",3.3585297,8.07e-05,true,0x3F,false,
"I2C","data",3.3586152,8.07e-05,true,,,0x45
"I2C","stop",3.35870546,1.99999995e-08,,,,
"I2C","start",3.35871058,2.00000004e-08,,,,
"I2C","address",3.35872008,8.068e-05,true,0x3F,true,
"I2C","data",3.35880558,8.068e-05,false,,,0x3D
"I2C","stop",3.35889582,2.00000004e-08,,,,
"I2C","start",3.3686691,1.99999999e-08,,,,
"I2C","address",3.3686786,8.07e-05,true,0x3F,false,
"I2C","data",3.3687641,8.07e-05,true,,,0x45
"I2C","stop",3.36885436,2.00000004e-08,,,,
"I2C","start",3.36885942,1.99999999e-08,,,,
"I2C","address",3.36886892,8.07e-05,true,0x3F,true,
"I2C","data",3.36895442,8.07e-05,false,,,0x3D
"I2C","stop",3.36904468,1.99999999e-08,,,,
"I2C","start",3.37881844,2.00000004e-08,,,,
"I2C","address",3.37882796,8.068e-05,true,0x3F,false,
"I2C","data",3.37891346,8.068e-05,true,,,0x45
"I2C","stop",3.3790037,1.99999999e-08,,,,
"I2C","start",3.37900868,1.99999999e-08,,,,
"I2C","address",3.37901818,8.07e-05,true,0x3F,true,
"I2C","data",3.37910368,8.07e-05,false,,,0x3D
"I2C","stop",3.37919394,1.99999995e-08,,,,
"I2C","start",3.38896728,1.99999995e-08,,,,
"I2C","address",3.38897678,8.068e-05,true,0x3F,false,
"I2C","data",3.38906228,8.068e-05,true,,,0x45
"I2C","stop",3.38915254,1.99999999e-08,,,,
"I2C","start",3.38915768,2.00000004e-08,,,,
"I2C","address",3.38916718,8.068e-05,true,0x3F,true,
"I2C","data",3.38925268,8.068e-05,false,,,0x3D
"I2C","stop",3.38934294,1.99999999e-08,,,,
"I2C","start",3.39911638,1.99999999e-08,,,,
"I2C","address",3.3991259,8.068e-05,true,0x3F,false,
"I2C","data",3.3992114,8.068e-05,true,,,0x45
"I2C","stop",3.39930164,1.99999999e-08,,,,
"I2C","start",3.39930676,1.99999999e-08,,,,
"I2C","address",3.39931626,8.068e-05,true,0x3F,true,
"I2C","data",3.39940176,8.068e-05,false,,,0x3D
"I2C","stop",3.39949202,2.00000004e-08,,,,
"I2C","start",3.4092656,2.00000004e-08,,,,
"I2C","address",3.40927512,8.068e-05,true,0x3F,false,
"I2C","data",3.4093606,8.07e-05,true,,,0x45
